family	uniprot_acc	merops	refseq_protein	gene	organism	length	protein_existence
S8	Q62849	S08.077;	NP_062119.1	Pcsk7	Rattus norvegicus (Rat)	783	Evidence at protein level
S8	G5ECN9	S08.109;	NP_001023732.1	egl-3	Caenorhabditis elegans	652	Evidence at protein level
S8	O17798	S08.047;	NP_492974.2	kpc-1	Caenorhabditis elegans	692	Evidence at protein level
S8	P13134	S08.070;	NP_014161.1	KEX2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	814	Evidence at protein level
S8	P26016	S08.048;	NP_524885.1	Fur1	Drosophila melanogaster (Fruit fly)	1269	Evidence at transcript level
S8	Q0WUG6	S08.063;	NP_197467.1	SBT6.1	Arabidopsis thaliana (Mouse-ear cress)	1038	Evidence at protein level
S8	Q23868	S08.127;	XP_637864.1	tagC	Dictyostelium discoideum (Social amoeba)	1741	Evidence at transcript level
S8	Q9LNU1	S08.A22;	NP_001031070.1	CRSP	Arabidopsis thaliana (Mouse-ear cress)	769	Evidence at transcript level
S8	Q9VBC7		NP_477318.1	amon	Drosophila melanogaster (Fruit fly)	654	Evidence at protein level
S8	P30432	S08.049;	NP_523368.2	Fur2	Drosophila melanogaster (Fruit fly)	1679	Evidence at transcript level
S8	Q0V8B6	S53.003;	NP_001069186.1	TPP1	Bos taurus (Bovine)	563	Evidence at transcript level
S8	Q28193	S08.071;	NP_776561.1	FURIN	Bos taurus (Bovine)	797	Evidence at protein level
S8	Q55CT0	S53.003;	XP_646401.1	tpp1	Dictyostelium discoideum (Social amoeba)	600	Inferred from homology
S8	Q78EH2	S08.074;	NP_598243.1	Pcsk4	Rattus norvegicus (Rat)	678	Evidence at transcript level
S8	Q9EQV6	S53.003;	NP_112647.2	Tpp1	Rattus norvegicus (Rat)	563	Evidence at protein level
S8	P21661	S08.073;	NP_032818.1	Pcsk2	Mus musculus (Mouse)	637	Evidence at protein level
S8	P23377	S08.071;	NP_062204.2	Furin	Rattus norvegicus (Rat)	793	Evidence at protein level
S8	P41413	S08.076;	NP_446275.1	Pcsk5	Rattus norvegicus (Rat)	1809	Evidence at transcript level
S8	P59996	S08.039;	NP_954862.2	Pcsk9	Rattus norvegicus (Rat)	691	Evidence at protein level
S8	P63239	S08.072;	NP_001413214.1	Pcsk1	Mus musculus (Mouse)	753	Evidence at protein level
S8	Q61139	S08.077;	NP_001268863.1	Pcsk7	Mus musculus (Mouse)	770	Evidence at transcript level
S8	Q63415	S08.075;		Pcsk6	Rattus norvegicus (Rat)	937	Evidence at protein level
S8	Q64514	S08.A56;	NP_001297469.1	Tpp2	Mus musculus (Mouse)	1262	Evidence at protein level
S8	Q64560	S08.A56;	NP_112399.1	Tpp2	Rattus norvegicus (Rat)	1249	Evidence at transcript level
S8	Q80W65	S08.039;	NP_705793.1	Pcsk9	Mus musculus (Mouse)	694	Evidence at protein level
S8	Q9GTN7	S08.128;	XP_629328.1	tagA	Dictyostelium discoideum (Social amoeba)	1752	Evidence at protein level
S8	Q9MAP5	S08.A35;	NP_564414.2	SBT3.3	Arabidopsis thaliana (Mouse-ear cress)	777	Evidence at transcript level
S8	Q9V6K1	S08.090;	NP_001286376.1	TppII	Drosophila melanogaster (Fruit fly)	1441	Evidence at protein level
S8	Q9WTZ3	S08.063;	NP_446021.2	Mbtps1	Rattus norvegicus (Rat)	1052	Evidence at protein level
S8	A8T650			PCSK9	Gorilla gorilla gorilla (Western lowland gorilla)	690	Evidence at transcript level
S8	A8T688	S08.039;	NP_001254682.1	PCSK9	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	690	Evidence at transcript level
S8	O82777	S08.151;	NP_001234774.1	sbt3	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	761	Evidence at protein level
S8	P12547	S08.053;	XP_001820144.1	alp1	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	403	Evidence at protein level
S8	P29119	S08.071;		furin	Xenopus laevis (African clawed frog)	783	Evidence at transcript level
S8	A8T644	S08.039;	NP_001104592.1	PCSK9	Pan troglodytes (Chimpanzee)	692	Evidence at transcript level
S8	A8T662			PCSK9	Macaca nemestrina (Pig-tailed macaque)	692	Evidence at transcript level
S8	P28296	S08.053;	XP_751651.1	alp1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	403	Evidence at protein level
S8	Q39547	S08.092;	NP_001412405.1		Cucumis melo (Muskmelon)	731	Evidence at protein level
S8	A8T655			PCSK9	Pan paniscus (Pygmy chimpanzee) (Bonobo)	692	Evidence at transcript level
S8	A8T695		NP_001266928.1	PCSK9	Saimiri boliviensis boliviensis (Bolivian squirrel monkey)	691	Evidence at transcript level
S8	Q5IS74	S53.003;	NP_001013025.1	TPP1	Pan troglodytes (Chimpanzee)	563	Evidence at transcript level
S8	Q5RFL1	S53.003;	NP_001124619.1	TPP1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	564	Evidence at transcript level
S8	Q60HH1	S53.003;		TPP1	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	563	Evidence at transcript level
S8	Q70J59	S53.010;	XP_746536.1	sed2	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	602	Evidence at protein level
S8	Q9Z2A8	S08.063;	NP_001233611.1	MBTPS1	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	1052	Evidence at protein level
S8	P09230	S08.055;		XPR2	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	454	Evidence at protein level
S8	Q9XSB8	S53.003;	NP_001013869.1	TPP1	Canis lupus familiaris (Dog) (Canis familiaris)	563	Inferred from homology
S8	A0A044RE18	S08.031;		Bli	Onchocerca volvulus	693	Evidence at protein level
S8	A0A509AM03			SUB1	Plasmodium berghei (strain Anka)	599	Evidence at protein level
S8	A8T666	S08.039;	NP_001106130.1	PCSK9	Macaca mulatta (Rhesus macaque)	692	Evidence at transcript level
S8	Q00208	S08.053;	XP_663162.1	alp1	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	403	Evidence at transcript level
S8	Q09175	S08.A55;	NP_594835.1	krp1	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	709	Evidence at protein level
S8	Q8I0V0	S08.012;	XP_001351633.1	SUB1	Plasmodium falciparum (isolate 3D7)	688	Evidence at protein level
S8	Q8IHZ5	S08.013;	XP_001348051.1	SUB2	Plasmodium falciparum (isolate 3D7)	1341	Evidence at protein level
S8	W7K9M0	S08.012;		SUB1	Plasmodium falciparum (isolate NF54)	688	Evidence at protein level
S8	F4JXC5	S08.A26;	NP_200789.2	SBT5.4	Arabidopsis thaliana (Mouse-ear cress)	778	Evidence at protein level
S8	P25381	S08.A50;	NP_009974.1	RRT12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491	Evidence at protein level
S8	Q09541	S08.A56;	NP_495221.1	tpp-2	Caenorhabditis elegans	1374	Evidence at transcript level
S8	Q84WS0	S08.155;	NP_563639.2	SBTI1.1	Arabidopsis thaliana (Mouse-ear cress)	774	Evidence at protein level
S8	Q9GLR0	S08.073;	NP_776838.1	PCSK2	Bos taurus (Bovine)	638	Evidence at transcript level
S8	Q9MAP7	S08.A36;	NP_564412.1	SBT3.5	Arabidopsis thaliana (Mouse-ear cress)	774	Evidence at protein level
S8	Q9ZSP5	S08.119;	NP_565309.2	AIR3	Arabidopsis thaliana (Mouse-ear cress)	772	Evidence at transcript level
S8	Q9ZUF6	S08.A24;	NP_565330.1	SBT1.8	Arabidopsis thaliana (Mouse-ear cress)	754	Evidence at protein level
S8	Q8L7D2	S08.A20;	NP_568895.1	SBT4.12	Arabidopsis thaliana (Mouse-ear cress)	736	Evidence at transcript level
S8	A5PK39	S08.A56;	NP_001092504.1	TPP2	Bos taurus (Bovine)	1249	Evidence at transcript level
S8	Q9LVJ1	S08.A28;	NP_566473.2	SBT1.4	Arabidopsis thaliana (Mouse-ear cress)	777	Evidence at transcript level
S8	F4HYR6	S08.014;	NP_564793.2	SBT2.4	Arabidopsis thaliana (Mouse-ear cress)	832	Evidence at protein level
S8	Q8T9W1	S08.A57;	XP_637863.1	tagD	Dictyostelium discoideum (Social amoeba)	1825	Inferred from homology
S8	Q9GLR1	S08.072;	NP_776837.1	PCSK1	Bos taurus (Bovine)	753	Evidence at transcript level
S8	A1CWF3	S08.053;	XP_001266852.1	alp1	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	403	Evidence at transcript level
S8	O13359			KEX2	Candida albicans (strain WO-1) (Yeast)	938	Inferred from homology
S8	Q8I430	S08.122;	XP_001351630.1	SUB3	Plasmodium falciparum (isolate 3D7)	769	Evidence at protein level
S8	G1X8P8	S08.120;	XP_011120860.1		Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) (Nematode-trapping fungus) (Didymozoophaga oligospora)	409	Evidence at protein level
S8	L8FSM5			SP2	Pseudogymnoascus destructans (strain ATCC MYA-4855 / 20631-21) (Bat white-nose syndrome fungus) (Geomyces destructans)	400	Evidence at protein level
S8	P87184		XP_753718.1	alp2	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	495	Evidence at protein level
S8	Q03333	S08.073;	NP_001004044.1	PCSK2	Sus scrofa (Pig)	638	Evidence at transcript level
S8	Q70GH4	S53.010;	XP_754723.2	sed3	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	596	Evidence at protein level
S8	P09231			KEX1	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	756	Inferred from homology
S8	P40903	S08.A54;	NP_593815.1	isp6	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	467	Evidence at transcript level
S8	Q4WQU0	S53.010;	XP_751432.1	sed4	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	594	Evidence at protein level
S8	Q5REC2	S08.073;	NP_001124879.1	PCSK2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	638	Evidence at transcript level
S8	F4JA91	S08.A18;	NP_566887.2	SBT4.5	Arabidopsis thaliana (Mouse-ear cress)	738	Inferred from homology
S8	F4KEL0	S08.A05;	NP_199377.2	SBT5.5	Arabidopsis thaliana (Mouse-ear cress)	803	Inferred from homology
S8	F4KGD4	S08.A11;	NP_568888.1	SBT4.7	Arabidopsis thaliana (Mouse-ear cress)	703	Inferred from homology
S8	Q8GWX9	S08.A34;	NP_564868.2	SBT3.16	Arabidopsis thaliana (Mouse-ear cress)	759	Evidence at transcript level
S8	Q9FHA4	S08.A16;	NP_569044.1	SBT1.9	Arabidopsis thaliana (Mouse-ear cress)	736	Evidence at transcript level
S8	Q9FI12	S08.A04;	NP_568634.1	SBT2.3	Arabidopsis thaliana (Mouse-ear cress)	840	Evidence at transcript level
S8	Q9FIM8	S08.A10;		SBT4.10	Arabidopsis thaliana (Mouse-ear cress)	693	Uncertain
S8	Q9FLI4	S08.A25;	NP_568765.1	SBT1.3	Arabidopsis thaliana (Mouse-ear cress)	780	Evidence at transcript level
S8	Q9LUM3	S08.A44;	NP_566483.1	SBT1.5	Arabidopsis thaliana (Mouse-ear cress)	775	Evidence at transcript level
S8	Q9SA75	S08.A03;	NP_174348.1	SBT2.1	Arabidopsis thaliana (Mouse-ear cress)	832	Evidence at transcript level
S8	Q9STF7	S08.A06;	NP_566888.2	SBT4.6	Arabidopsis thaliana (Mouse-ear cress)	736	Inferred from homology
S8	F4HPF1	S08.A27;	NP_564413.2	SBT3.4	Arabidopsis thaliana (Mouse-ear cress)	773	Inferred from homology
S8	O64481	S08.A02;	NP_001324171.1	SBT2.5	Arabidopsis thaliana (Mouse-ear cress)	815	Evidence at transcript level
S8	Q8L7I2	S08.A43;	NP_001078370.1	SBT3.6	Arabidopsis thaliana (Mouse-ear cress)	778	Evidence at transcript level
S8	Q9C7U8	S08.A33;	NP_564869.1	SBT3.17	Arabidopsis thaliana (Mouse-ear cress)	753	Inferred from homology
S8	Q9FIM6	S08.A12;	NP_001318833.1	SBT4.8	Arabidopsis thaliana (Mouse-ear cress)	710	Inferred from homology
S8	Q9STQ2	S08.A40;	NP_567744.1	SBT3.18	Arabidopsis thaliana (Mouse-ear cress)	779	Inferred from homology
S8	Q9SZY3	S08.A45;	NP_567361.1	SBT3.8	Arabidopsis thaliana (Mouse-ear cress)	775	Inferred from homology
S8	F4HSQ2	S08.A23;	NP_564106.1	SBT5.1	Arabidopsis thaliana (Mouse-ear cress)	780	Inferred from homology
S8	F4IG09	S08.A46;	NP_565915.2	SBT4.1	Arabidopsis thaliana (Mouse-ear cress)	775	Inferred from homology
S8	O49607	S08.A39;	NP_567972.1	SBT1.6	Arabidopsis thaliana (Mouse-ear cress)	764	Evidence at transcript level
S8	P25036	S08.A51;	NP_014645.1	YSP3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	478	Evidence at transcript level
S8	Q9MAP4	S08.A41;	NP_174573.1	SBT3.2	Arabidopsis thaliana (Mouse-ear cress)	734	Evidence at transcript level
S8	Q9SVT4	S08.A47;	NP_001320025.1	SBT3.14	Arabidopsis thaliana (Mouse-ear cress)	759	Inferred from homology
S8	Q9ZSB1	S08.A38;	NP_567360.1	SBT3.10	Arabidopsis thaliana (Mouse-ear cress)	759	Inferred from homology
S8	O23357	S08.A17;	NP_001319943.1	SBT4.2	Arabidopsis thaliana (Mouse-ear cress)	725	Inferred from homology
S8	Q1PDX5	S08.A37;	NP_568255.1	SBT3.11	Arabidopsis thaliana (Mouse-ear cress)	762	Evidence at transcript level
S8	Q6ESI7	S08.A56;		TPP2	Oryza sativa subsp. japonica (Rice)	1359	Evidence at transcript level
S8	Q9FGU3	S08.A19;	NP_568896.1	SBT4.4	Arabidopsis thaliana (Mouse-ear cress)	741	Evidence at transcript level
S8	Q9FIF8	S08.A09;	NP_568901.1	SBT4.3	Arabidopsis thaliana (Mouse-ear cress)	729	Inferred from homology
S8	Q9FIG1	S08.A15;	NP_001330156.1	SBT4.11	Arabidopsis thaliana (Mouse-ear cress)	736	Evidence at transcript level
S8	Q9FIM5	S08.A07;	NP_568890.2	SBT4.9	Arabidopsis thaliana (Mouse-ear cress)	713	Evidence at transcript level
S8	Q9FK76	S08.082;	NP_001318744.1	SBT5.6	Arabidopsis thaliana (Mouse-ear cress)	791	Evidence at transcript level
S8	Q9LLL8	S08.A14;	NP_567155.1	SBT4.14	Arabidopsis thaliana (Mouse-ear cress)	749	Evidence at transcript level
S8	Q9LZS6	S08.A13;	NP_568124.1	SBT4.15	Arabidopsis thaliana (Mouse-ear cress)	766	Inferred from homology
S8	Q9ZSB0	S08.A38;	NP_567359.1	SBT3.9	Arabidopsis thaliana (Mouse-ear cress)	756	Inferred from homology
S8	F4JJH4	S08.A32;	NP_567624.1	SBT3.1	Arabidopsis thaliana (Mouse-ear cress)	764	Inferred from homology
S8	F4JJH5	S08.A30;S08.A32;		SBT3.12	Arabidopsis thaliana (Mouse-ear cress)	754	Inferred from homology
S8	F4JJL8	S08.A42;	NP_193895.2	SBT3.15	Arabidopsis thaliana (Mouse-ear cress)	761	Evidence at transcript level
S8	Q8GUK4	S08.A48;	NP_567633.2	SBT3.13	Arabidopsis thaliana (Mouse-ear cress)	766	Evidence at transcript level
S8	Q9FIG2	S08.A21;	NP_568898.2	SBT4.13	Arabidopsis thaliana (Mouse-ear cress)	732	Evidence at transcript level
S8	Q9SUN6	S08.A01;	NP_001190781.1	SBT2.2	Arabidopsis thaliana (Mouse-ear cress)	856	Inferred from homology
S8	Q9SZV5	S08.A02;	NP_001328423.1	SBT2.6	Arabidopsis thaliana (Mouse-ear cress)	816	Evidence at transcript level
S8	Q9SZY2	S08.A49;	NP_001328158.1	SBT3.7	Arabidopsis thaliana (Mouse-ear cress)	777	Inferred from homology
S8	C5FII2		XP_002849136.1	SUB8	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	490	Inferred from homology
S8	C5FMY5		XP_002846303.1	SUB3	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	397	Inferred from homology
S8	C5FTQ5	S53.010;	XP_002846208.1	SED3	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	595	Inferred from homology
S8	C5FZ39		XP_002842878.1	SUB11	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	400	Inferred from homology
S8	D4APE3		XP_003015799.1	SUB11	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	400	Inferred from homology
S8	D4B5N1		XP_003015507.1	SUB9	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	402	Inferred from homology
S8	D4CZ60		XP_003025726.1	SUB11	Trichophyton verrucosum (strain HKI 0517)	400	Inferred from homology
S8	D4CZQ4		XP_003025534.1	SUB7	Trichophyton verrucosum (strain HKI 0517)	420	Inferred from homology
S8	D4D674	S08.115;	XP_003023263.1	SUB9	Trichophyton verrucosum (strain HKI 0517)	397	Inferred from homology
S8	D4D9U2		XP_003021991.1	SED4	Trichophyton verrucosum (strain HKI 0517)	600	Inferred from homology
S8	E4UY04		XP_003172408.1	SUB12	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	397	Inferred from homology
S8	E4V4J8		XP_003169757.1	SUB6	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	408	Inferred from homology
S8	G7KEU7			SBT	Medicago truncatula (Barrel medic) (Medicago tribuloides)	748	Evidence at transcript level
S8	J9VDC2		XP_012046191.1	PQP1	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Cryptococcus neoformans var. grubii serotype A)	951	Evidence at protein level
S8	A1CIA7	S08.053;	XP_001272038.1	alp1	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	403	Inferred from homology
S8	B0Y473			alp2	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	495	Inferred from homology
S8	B0Y708	S08.053;		alp1	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	403	Inferred from homology
S8	D4AKU9		XP_003016653.1	SUB1	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	533	Evidence at transcript level
S8	D4AQG0		XP_003015344.1	SUB10	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	522	Inferred from homology
S8	D4D0F5		XP_003025273.1	SUB5	Trichophyton verrucosum (strain HKI 0517)	396	Inferred from homology
S8	D4DBH6		XP_003021402.1	SED2	Trichophyton verrucosum (strain HKI 0517)	596	Inferred from homology
S8	D4DIW9	S08.025;	XP_003018862.1	SUB1	Trichophyton verrucosum (strain HKI 0517)	518	Inferred from homology
S8	D4DLI5		XP_003017939.1	SUB2	Trichophyton verrucosum (strain HKI 0517)	421	Inferred from homology
S8	E4UWA4		XP_003172123.1	SUB4	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	399	Inferred from homology
S8	P42781			XPR6	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	976	Inferred from homology
S8	C5FRX4		XP_002845577.1	SED4	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	601	Inferred from homology
S8	C5FX37		XP_002843913.1	SUB10	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	401	Inferred from homology
S8	C5G168		XP_002842859.1	SUB2	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	423	Inferred from homology
S8	D4AIK6		XP_003017224.1	SED4	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	600	Evidence at protein level
S8	D4AK75		XP_003017793.1	SED3	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	593	Inferred from homology
S8	D4B194		XP_003011669.1	SUB5	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	396	Inferred from homology
S8	E4UTU7		XP_003174420.1	SUB9	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	402	Inferred from homology
S8	I1N462				Glycine max (Soybean) (Glycine hispida)	789	Evidence at protein level
S8	L8GD75			SP3	Pseudogymnoascus destructans (strain ATCC MYA-4855 / 20631-21) (Bat white-nose syndrome fungus) (Geomyces destructans)	404	Evidence at protein level
S8	Q8SQJ3	S08.032;		SPL1	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	465	Evidence at transcript level
S8	Q8SS86		NP_597627.1	SPL2	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	535	Evidence at transcript level
S8	Q9UTS0	S08.032;	NP_594848.1	psp3	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	451	Evidence at transcript level
S8	C5FPS1	S08.062;	XP_002846758.1	SUB1	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	485	Inferred from homology
S8	C5FQI3		XP_002847218.1	SUB6	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	406	Inferred from homology
S8	C5G1D1		XP_002842613.1	SUB5	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	395	Inferred from homology
S8	D4ALV9		XP_003017013.1	SUB6	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	412	Evidence at transcript level
S8	D4ANG0		XP_003016366.1	SED2	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	596	Evidence at protein level
S8	D4D1U5		XP_003024765.1	SUB12	Trichophyton verrucosum (strain HKI 0517)	397	Inferred from homology
S8	D4D6Q4		XP_003023091.1	SUB4	Trichophyton verrucosum (strain HKI 0517)	399	Inferred from homology
S8	D4DKQ4		XP_003018203.1	SUB8	Trichophyton verrucosum (strain HKI 0517)	490	Inferred from homology
S8	D4DLA2		XP_003018013.1	SUB3	Trichophyton verrucosum (strain HKI 0517)	397	Inferred from homology
S8	E4UPZ4	S08.062;	XP_003174611.1	SUB1	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	481	Inferred from homology
S8	E4V5C5		XP_003170034.1	SUB11	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	400	Inferred from homology
S8	L8G6I7			SP1	Pseudogymnoascus destructans (strain ATCC MYA-4855 / 20631-21) (Bat white-nose syndrome fungus) (Geomyces destructans)	400	Evidence at protein level
S8	P58371	S08.052;	XP_003716216.1	SPM1	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	536	Inferred from homology
S8	Q9UT05	S08.A56;		tpp2	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1218	Evidence at protein level
S8	C5FBW2		XP_002850080.1	SED2	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	596	Inferred from homology
S8	C5FH27	S08.115;	XP_002848542.1	SUB9	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	395	Inferred from homology
S8	C5FHK0		XP_002848625.1	SED1	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	670	Inferred from homology
S8	C5FJA5		XP_002849411.1	SUB7	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	400	Inferred from homology
S8	C5FXZ6	S08.115;	XP_002843430.1	SUB4	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	399	Inferred from homology
S8	D4APA9		XP_003015765.1	SUB7	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	420	Evidence at protein level
S8	D4AQA9		XP_003015293.1	SUB12	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	416	Inferred from homology
S8	D4AWY5		XP_003013156.1	SUB3	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	397	Evidence at protein level
S8	D4AX50		XP_003012895.1	SUB8	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	490	Inferred from homology
S8	D4AXW3		XP_003012781.1	SUB4	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	399	Evidence at protein level
S8	D4AZ75		XP_003012235.1	SUB2	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	421	Evidence at transcript level
S8	D4D5H3		XP_003023596.1	SUB6	Trichophyton verrucosum (strain HKI 0517)	412	Inferred from homology
S8	D4D7N6		XP_003022738.1	SED3	Trichophyton verrucosum (strain HKI 0517)	593	Inferred from homology
S8	D4DIS6		XP_003018895.1	SUB10	Trichophyton verrucosum (strain HKI 0517)	522	Inferred from homology
S8	E4UN97		XP_003175041.1	SUB3	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	397	Inferred from homology
S8	E4UZP9		XP_003172033.1	SUB2	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	422	Inferred from homology
S8	E4V2L6		XP_003171289.1	SUB5	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	396	Inferred from homology
S8	E4V2V9		XP_003170096.1	SUB7	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	400	Inferred from homology
S9	P42658	S09.973;	NP_570629.2	DPP6	Homo sapiens (Human)	865	Evidence at protein level
S9	P13798	S09.004;	NP_001631.3	APEH	Homo sapiens (Human)	732	Evidence at protein level
S9	Q86TI2	S09.019;	NP_001371540.1	DPP9	Homo sapiens (Human)	863	Evidence at protein level
S9	Q8N608	S09.974;	NP_001004360.3	DPP10	Homo sapiens (Human)	796	Evidence at protein level
S9	P27487	S09.003;	NP_001926.2	DPP4	Homo sapiens (Human)	766	Evidence at protein level
S9	Q4J6C6	S09.015;	NP_001035844.1	PREPL	Homo sapiens (Human)	727	Evidence at protein level
S9	Q6V1X1	S09.018;	NP_001307804.1	DPP8	Homo sapiens (Human)	898	Evidence at protein level
S9	P48147	S09.001;	NP_002717.3	PREP	Homo sapiens (Human)	710	Evidence at protein level
S9	Q12884	S09.007;	NP_001278736.1	FAP	Homo sapiens (Human)	760	Evidence at protein level
S9	P81425	S09.003;	NP_776464.1	DPP4	Bos taurus (Bovine)	765	Evidence at protein level
S9	Q6NXK7	S09.974;	NP_950186.3	Dpp10	Mus musculus (Mouse)	797	Evidence at protein level
S9	Q9QUR6	S09.001;	NP_035286.1	Prep	Mus musculus (Mouse)	710	Evidence at protein level
S9	O70196	S09.001;	NP_112614.2	Prep	Rattus norvegicus (Rat)	710	Evidence at protein level
