family	uniprot_acc	merops	refseq_protein	gene	organism	length	protein_existence
S10	Q84WF0	S10.A31;	NP_190769.1	SCPL37	Arabidopsis thaliana (Mouse-ear cress)	487	Evidence at transcript level
S10	Q8L9Y0	S10.A40;	NP_186860.1	SCPL25	Arabidopsis thaliana (Mouse-ear cress)	473	Evidence at transcript level
S10	Q9C7D4	S10.A17;	NP_566414.3	SCPL16	Arabidopsis thaliana (Mouse-ear cress)	435	Evidence at transcript level
S10	Q9CAU0	S10.A04;	NP_001320213.1	SCPL6	Arabidopsis thaliana (Mouse-ear cress)	452	Evidence at transcript level
S10	Q9CAU4	S10.A06;	NP_177474.1	SCPL4	Arabidopsis thaliana (Mouse-ear cress)	441	Evidence at transcript level
S10	Q9LSM9	S10.A20;	NP_188343.1	SCPL33	Arabidopsis thaliana (Mouse-ear cress)	478	Evidence at transcript level
S10	Q9LSV8	S10.A10;	NP_001319641.1	SCPL21	Arabidopsis thaliana (Mouse-ear cress)	494	Evidence at transcript level
S10	Q9M9Q6	S10.003;	NP_172953.1	SCPL50	Arabidopsis thaliana (Mouse-ear cress)	444	Evidence at transcript level
S10	O23364	S10.A27;	NP_193246.2	SCPL30	Arabidopsis thaliana (Mouse-ear cress)	488	Evidence at transcript level
S10	O81009	S10.A09;	NP_179876.1	SCPL12	Arabidopsis thaliana (Mouse-ear cress)	435	Evidence at transcript level
S10	P32826	S10.A45;	NP_187652.1	SCPL49	Arabidopsis thaliana (Mouse-ear cress)	516	Evidence at transcript level
S10	P52712	S10.009;		CBP31	Oryza sativa subsp. japonica (Rice)	429	Evidence at transcript level
S10	P52716	S10.A65;	NP_495509.1	ctsa-3.1	Caenorhabditis elegans	574	Evidence at protein level
S10	Q4PSY2	S10.A26;	NP_176308.2	SCPL32	Arabidopsis thaliana (Mouse-ear cress)	463	Evidence at transcript level
S10	Q8RWJ6	S10.A07;	NP_198467.2	SCPL1	Arabidopsis thaliana (Mouse-ear cress)	441	Evidence at transcript level
S10	Q9C7D2	S10.A02;	NP_187832.2	SCPL15	Arabidopsis thaliana (Mouse-ear cress)	436	Evidence at transcript level
S10	Q9C7D3	S10.A02;	NP_187831.1	SCPL14	Arabidopsis thaliana (Mouse-ear cress)	435	Evidence at transcript level
S10	Q9C7D6	S10.A19;	NP_187828.1	SCPL17	Arabidopsis thaliana (Mouse-ear cress)	437	Evidence at transcript level
S10	Q9FFB0	S10.A44;	NP_197689.1	SCPL47	Arabidopsis thaliana (Mouse-ear cress)	505	Evidence at transcript level
S10	Q9LEY1	S10.A34;	NP_196443.1	SCPL35	Arabidopsis thaliana (Mouse-ear cress)	480	Evidence at transcript level
S10	Q9SQX6	S10.A15;	NP_187656.1	SCPL7	Arabidopsis thaliana (Mouse-ear cress)	437	Evidence at transcript level
S10	Q9ZQQ0	S10.A43;	NP_181121.1	SCPL26	Arabidopsis thaliana (Mouse-ear cress)	452	Evidence at transcript level
S10	Q9ZUG3	S10.A29;	NP_178642.1	SCPL38	Arabidopsis thaliana (Mouse-ear cress)	487	Evidence at transcript level
S10	A5DAT0	S10.007;		KEX1	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii)	656	Inferred from homology
S10	A7TLB3	S10.007;	XP_001644846.1	KEX1	Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) (Kluyveromyces polysporus)	713	Inferred from homology
S10	B0XQ16			kex1	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	632	Inferred from homology
S10	C5DLM9	S10.007;	XP_002555127.1	KEX1	Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284) (Yeast) (Kluyveromyces thermotolerans)	745	Inferred from homology
S10	C5FGX1	S10.016;	XP_002849891.1	SCPB	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	655	Inferred from homology
S10	C5MFP8	S10.007;	XP_002550593.1	KEX1	Candida tropicalis (strain ATCC MYA-3404 / T1) (Yeast)	707	Inferred from homology
S10	D4ASE6	S10.001;	XP_003014599.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	486	Inferred from homology
S10	D5G4B1	S10.007;	XP_002835233.1	KEX1	Tuber melanosporum (strain Mel28) (Perigord black truffle)	625	Inferred from homology
S10	E3L8A5	S10.007;	XP_003337199.2	KEX1	Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus)	656	Inferred from homology
S10	E9CS37		XP_003070320.2	KEX1	Coccidioides posadasii (strain RMSCC 757 / Silveira) (Valley fever fungus)	641	Inferred from homology
S10	E9E1Z2			KEX1	Metarhizium acridum (strain CQMa 102)	616	Inferred from homology
S10	Q5BDJ6	C98.001;	XP_658988.2	kex1	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	631	Inferred from homology
S10	Q6CFP3	S10.007;		KEX1	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	614	Inferred from homology
S10	Q6FTM9	S10.007;	XP_446415.1	KEX1	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	730	Inferred from homology
S10	A0A1L9WN42		XP_020053923.1	acuI	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	553	Inferred from homology
S10	A1CQL5	S10.007;	XP_001269362.1	kex1	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	613	Inferred from homology
S10	A1DP75	S10.001;	XP_001258493.1	cpyA	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	543	Inferred from homology
S10	A4RPY8	S10.001;	XP_003710561.1	CPYA	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	552	Inferred from homology
S10	A5AB21	S10.001;	XP_001392987.1	cpyA	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	557	Inferred from homology
S10	A5E751	S10.007;		KEX1	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus)	702	Inferred from homology
S10	B6H7A4	S10.007;		kex1	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	607	Inferred from homology
S10	B6HPP6	S10.001;	XP_002564134.1	cpyA	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	550	Inferred from homology
S10	C5FTV7	S10.007;	XP_002846260.1	KEX1	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	636	Inferred from homology
S10	C5FWJ1	S10.001;	XP_002845130.1	CPYA	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	541	Inferred from homology
S10	C5GEU5	S10.001;		CPYA	Ajellomyces dermatitidis (strain ER-3 / ATCC MYA-2586) (Blastomyces dermatitidis)	545	Inferred from homology
S10	C5K1Y9	S10.001;	XP_002620806.1	CPYA	Blastomyces gilchristii (strain SLH14081) (Blastomyces dermatitidis)	545	Inferred from homology
S10	C7YQJ2	S10.001;	XP_003051746.1	CPYA	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi)	537	Inferred from homology
S10	D4B5L8	S10.007;	XP_003010019.1	KEX1	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	596	Inferred from homology
S10	D4DLI1	S10.001;	XP_003017935.1	cpyA	Trichophyton verrucosum (strain HKI 0517)	543	Inferred from homology
S10	P11515	S10.009;		CBP3	Triticum aestivum (Wheat)	500	Evidence at transcript level
S10	Q4WTK9	S10.007;		kex1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	632	Inferred from homology
S10	A6RUD7	S10.001;		CPYA	Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea)	546	Inferred from homology
S10	A7F4H5	S10.001;	XP_001586513.1	cpyA	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	546	Inferred from homology
S10	A8NYP0	S10.007;	XP_001837480.1	KEX1	Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata)	618	Inferred from homology
S10	B2B762	S10.007;	XP_001911812.1	KEX1	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)	585	Inferred from homology
S10	B6K7U7	S10.A67;	XP_002175894.1	kex1	Schizosaccharomyces japonicus (strain yFS275 / FY16936) (Fission yeast)	522	Inferred from homology
S10	B6QAN5	S10.001;		cpyA	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	555	Inferred from homology
S10	B6QQZ9	S10.007;		kex1	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	626	Inferred from homology
S10	B8M044	S10.001;	XP_002478104.1	cpyA	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	553	Inferred from homology
S10	B9WJJ7	S10.007;	XP_002421307.1	KEX1	Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) (Yeast)	686	Inferred from homology
S10	C1G2I2	S10.007;	XP_010757777.1	KEX1	Paracoccidioides brasiliensis (strain Pb18)	635	Inferred from homology
S10	C1GXD8	S10.001;	XP_002794967.1	CPYA	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	550	Inferred from homology
S10	C4JNM2	S10.001;	XP_002543504.1	cpyA	Uncinocarpus reesii (strain UAMH 1704)	541	Inferred from homology
S10	C4JTD3	S10.007;	XP_002585033.1	KEX1	Uncinocarpus reesii (strain UAMH 1704)	638	Inferred from homology
S10	C4QZV7	S10.007;	XP_002491061.1	KEX1	Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris)	623	Inferred from homology
S10	C4YTG0	S10.007;		KEX1	Candida albicans (strain WO-1) (Yeast)	702	Inferred from homology
S10	D4ANB6		XP_003016322.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	508	Evidence at protein level
S10	D4AZ71	S10.001;	XP_003012231.1	CPYA	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	543	Inferred from homology
S10	D4B0Q6	S10.014;	XP_003011803.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	497	Inferred from homology
S10	E9ESM3	S10.007;	XP_007819158.1	KEX1	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))	616	Inferred from homology
S10	Q2GYB7	S10.007;	XP_001224693.1	KEX1	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	643	Inferred from homology
S10	Q5VJG9	S10.001;		cpyA	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	543	Inferred from homology
S10	A2QPW5			kex1	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	612	Inferred from homology
S10	A4RE47	S10.007;	XP_003718218.1	KEX1	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	634	Inferred from homology
S10	B2AWD5	S10.001;	XP_001908036.1	CPYA	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)	554	Inferred from homology
S10	B8M719	S10.007;	XP_002480673.1	kex1	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	624	Inferred from homology
S10	C1GG77	S10.001;	XP_010761848.1	CPYA	Paracoccidioides brasiliensis (strain Pb18)	550	Inferred from homology
S10	C5DT72	S10.007;	XP_002495916.1	KEX1	Zygosaccharomyces rouxii (strain ATCC 2623 / CBS 732 / NBRC 1130 / NCYC 568 / NRRL Y-229)	684	Inferred from homology
S10	C5GC75	S10.007;		KEX1	Ajellomyces dermatitidis (strain ER-3 / ATCC MYA-2586) (Blastomyces dermatitidis)	638	Inferred from homology
S10	C5JN54	S10.007;	XP_002625885.1	KEX1	Blastomyces gilchristii (strain SLH14081) (Blastomyces dermatitidis)	638	Inferred from homology
S10	C7YRS6	S10.007;	XP_003050838.1	KEX1	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi)	613	Inferred from homology
S10	C9S688	S10.007;	XP_003008826.1	KEX1	Verticillium alfalfae (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136) (Verticillium wilt of alfalfa) (Verticillium albo-atrum)	635	Inferred from homology
S10	D4AQ54	S10.016;	XP_003015238.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	629	Evidence at protein level
S10	E4USS9	S10.001;	XP_003173424.1	CPYA	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	543	Inferred from homology
S10	E7R7R2	S10.007;	XP_013936369.1	KEX1	Ogataea parapolymorpha (strain ATCC 26012 / BCRC 20466 / JCM 22074 / NRRL Y-7560 / DL-1) (Yeast) (Hansenula polymorpha)	610	Inferred from homology
S10	Q4P8U8	S10.007;	XP_011389921.1	KEX1	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	657	Inferred from homology
S10	Q6CKK4	S10.007;	XP_455535.1	KEX1	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	642	Inferred from homology
S10	A1CUJ5	S10.001;	XP_001268408.1	cpyA	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	543	Inferred from homology
S10	A1D3I1	S10.007;	XP_001264871.1	kex1	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	632	Inferred from homology
S10	A7EYY7	S10.007;	XP_001588107.1	kex1	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	642	Inferred from homology
S10	B5RUL7	S10.007;	XP_002770877.1	KEX1	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	684	Inferred from homology
S10	C0NX46	S10.001;		CPYA	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	544	Inferred from homology
S10	C1GP85	S10.007;	XP_002797791.1	KEX1	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	640	Inferred from homology
S10	D0MVS1	S10.A68;	XP_002907170.1	KEX1	Phytophthora infestans (strain T30-4) (Potato late blight agent)	597	Inferred from homology
S10	D1ZEM2	S10.007;		KEX1	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)	654	Inferred from homology
S10	D1ZG13	S10.001;	XP_003348887.1	CPYA	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)	554	Inferred from homology
S10	D4AP52	S10.016;	XP_003015708.1	SCPB	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	656	Inferred from homology
S10	E3QDT3		XP_008093041.1	KEX1	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	622	Inferred from homology
S10	E3QR43		XP_008097351.1	CPYA	Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) (Maize anthracnose fungus) (Glomerella graminicola)	545	Inferred from homology
S10	E5A7I6	S10.001;	XP_003843060.1	CPYA	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam)	543	Inferred from homology
S10	E5R540	S10.007;		KEX1	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam)	641	Inferred from homology
S10	E6R6G5	S10.007;	XP_003194073.1	KEX1	Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071) (Filobasidiella gattii) (Cryptococcus bacillisporus)	687	Inferred from homology
S10	O60123	S10.A67;	NP_596758.1	kex1	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	510	Inferred from homology
S10	Q1K722	S10.007;	XP_960962.3	kex1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	659	Inferred from homology
S10	Q2H9G6	S10.001;	XP_001229654.1	CPYA	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	554	Inferred from homology
S10	Q2TYA1	S10.001;	XP_001826905.1	cpyA	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	542	Inferred from homology
S10	Q752M5	S10.007;	NP_986096.1	KEX1	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii)	599	Inferred from homology
S10	Q7RXW8	S10.001;	XP_956796.1	cpyA	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	554	Inferred from homology
S10	P52715	S10.A55;	NP_496507.1	ctsa-1.2	Caenorhabditis elegans	454	Inferred from homology
S10	Q9FFB2	S10.A69;	NP_197687.1	SCPL54	Arabidopsis thaliana (Mouse-ear cress)	190	Uncertain
S10	P52717	S10.A59;	NP_494846.1	ctsa-1.1	Caenorhabditis elegans	469	Evidence at protein level
S10	Q869Q8	S10.003;	XP_644095.1	cpvl	Dictyostelium discoideum (Social amoeba)	500	Inferred from homology
S10	P52714	S10.A56;	NP_001364589.1	ctsa-3.2	Caenorhabditis elegans	517	Evidence at protein level
S10	Q54DY7	S10.009;	XP_629909.1		Dictyostelium discoideum (Social amoeba)	416	Inferred from homology
S10	Q9LXY6	S10.A48;	NP_191213.1	SCPL53	Arabidopsis thaliana (Mouse-ear cress)	264	Uncertain
S10	Q4QR71	S10.003;	NP_001025098.1	CPVL	Rattus norvegicus (Rat)	478	Evidence at transcript level
S10	C9WMM5	S10.003;	NP_001152775.1		Apis mellifera (Honeybee)	467	Evidence at transcript level
S10	D4AQA7	S10.014;	XP_003015291.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	529	Evidence at protein level
S10	Q5RFE4	S10.003;	NP_001124656.1	CPVL	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	476	Evidence at transcript level
S10	D4AZG9		XP_003012079.1		Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	506	Inferred from homology
S10	A0A4S8JVG0				Musa balbisiana (Banana)	1555	Inferred from homology
S10	A0AAN6RKW1				Pseudopithomyces chartarum	960	Inferred from homology
S10	A0A498I8H6				Malus domestica (Apple) (Pyrus malus)	2321	Inferred from homology
S10	A0AAD9MEU0			COQ3	Phyllachora maydis	842	Inferred from homology
S10	A0AAN9Y6X2				Parthenolecanium corni	4747	Inferred from homology
S10	A0A9W8LQ77			ALA1	Coemansia interrupta	1767	Inferred from homology
S10	A0A1V6TJY3				Penicillium steckii	1724	Inferred from homology
S10	A0A9N9BPP7				Ambispora leptoticha	1206	Inferred from homology
S10	Q6PHJ3	S10.002;	NP_956844.1	ctsa	Danio rerio (Zebrafish) (Brachydanio rerio)	471	Evidence at protein level
S10	A0A7I2V4D1			CTSA	Homo sapiens (Human)	363	Evidence at protein level
S10	A0A7I2V4K5			CTSA	Homo sapiens (Human)	450	Evidence at protein level
S10	C9JLV0			CPVL	Homo sapiens (Human)	244	Evidence at protein level
S10	I3L506			SCPEP1	Homo sapiens (Human)	95	Evidence at protein level
S10	A0A7I2V3B2			CTSA	Homo sapiens (Human)	389	Evidence at protein level
S10	C9JI22			CPVL	Homo sapiens (Human)	141	Evidence at protein level
S10	U3KQU6			CTSA	Homo sapiens (Human)	231	Evidence at protein level
S10	A0A7I2V4Q9			CTSA	Homo sapiens (Human)	215	Evidence at protein level
S10	A0A7I2YQT8			CTSA	Homo sapiens (Human)	371	Evidence at protein level
S10	C9J6L4			CPVL	Homo sapiens (Human)	100	Evidence at protein level
S10	I3L4Z3			SCPEP1	Homo sapiens (Human)	176	Evidence at protein level
S10	Q5JZH0			CTSA	Homo sapiens (Human)	392	Evidence at protein level
S10	X6R5C5		NP_001161066.2	CTSA	Homo sapiens (Human)	481	Evidence at protein level
S10	A0A7I2V2E2			CTSA	Homo sapiens (Human)	236	Evidence at protein level
S10	A0A7I2V3M2			CTSA	Homo sapiens (Human)	203	Evidence at protein level
S10	A0A7I2V4R8			CTSA	Homo sapiens (Human)	260	Evidence at protein level
S10	X6R8A1	S10.002;	NP_000299.3	CTSA	Homo sapiens (Human)	498	Evidence at protein level
S10	A0A015KMZ8	S10.007;			Rhizophagus irregularis (strain DAOM 197198w) (Glomus intraradices)	580	Inferred from homology
S10	A0A084QR17				Stachybotrys chlorohalonatus (strain IBT 40285)	609	Inferred from homology
S10	A0A0A2KDX7				Penicillium italicum (Blue mold)	606	Inferred from homology
S10	A0A0B7NLX1	S10.007;		PARPA_12706.1 scaffold 45263	Parasitella parasitica	661	Inferred from homology
S10	A0A0C2T3F7	S10.007;			Amanita muscaria (strain Koide BX008)	627	Inferred from homology
S10	A0A0C2Y9K9	S10.007;			Hebeloma cylindrosporum	606	Inferred from homology
S10	A0A0C3DPM5	S10.007;			Scleroderma citrinum Foug A	610	Inferred from homology
S10	A0A0D2D7Z1		XP_016259484.1		Exophiala oligosperma	620	Inferred from homology
S10	A0A0D2FVL8				Phialophora macrospora	609	Inferred from homology
S10	A0A0F4YVT4	S10.016;	XP_013328578.1		Rasamsonia emersonii (strain ATCC 16479 / CBS 393.64 / IMI 116815)	1332	Inferred from homology
S10	A0A0F4Z9J1	S10.007;			Thielaviopsis punctulata	618	Inferred from homology
S10	A0A0F7TQP4				Penicillium brasilianum	617	Inferred from homology
S10	A0A0F8AYL9			KEX1_2	Ceratocystis fimbriata f. sp. platani	639	Inferred from homology
S10	A0A0G4LCN0				Verticillium longisporum (Verticillium dahliae var. longisporum)	635	Inferred from homology
S10	A0A0G4MPT4				Verticillium longisporum (Verticillium dahliae var. longisporum)	1072	Inferred from homology
S10	A0A0U5FX10				Aspergillus calidoustus	579	Inferred from homology
S10	A0A101MK47			kex1	Penicillium freii	614	Inferred from homology
S10	A0A165KC42				Calocera cornea HHB12733	618	Inferred from homology
S10	A0A178ZCD3		XP_018690785.1		Fonsecaea erecta	609	Inferred from homology
S10	A0A1C1C8C6			KEX1	Cladophialophora carrionii	609	Inferred from homology
S10	A0A1E3BL92				Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)	631	Inferred from homology
S10	A0A1E5RME1				Hanseniaspora opuntiae	719	Inferred from homology
S10	A0A1E5RQJ1				Hanseniaspora uvarum (Yeast) (Kloeckera apiculata)	715	Inferred from homology
S10	A0A1L9P852		XP_040663454.1		Aspergillus versicolor CBS 583.65	636	Inferred from homology
S10	A0A1Q3EGU5				Lentinula edodes (Shiitake mushroom) (Lentinus edodes)	1183	Inferred from homology
S10	A0A1R1YFX9				Smittium culicis	1004	Inferred from homology
S10	A0A1R3IW35				Corchorus capsularis (Jute)	1072	Inferred from homology
S10	A0A1X2G3R2				Hesseltinella vesiculosa	668	Inferred from homology
S10	A0A1Y2ITT0				Trametes coccinea (strain BRFM310) (Pycnoporus coccineus)	615	Inferred from homology
S10	A0A1Z5TEA2				Hortaea werneckii EXF-2000	1371	Inferred from homology
S10	A0A2C5Z5U0				Ophiocordyceps camponoti-rufipedis	615	Inferred from homology
S10	A0A2G4SV74		XP_023466385.1		Rhizopus microsporus ATCC 52813	640	Inferred from homology
S10	A0A2J5HU46				Aspergillus taichungensis	837	Inferred from homology
S10	A0A2N1JD23		XP_056062407.1	KEX1	Malassezia vespertilionis	599	Inferred from homology
S10	A0A2N3N041				Lomentospora prolificans	638	Inferred from homology
S10	A0A2P4Y8H4				Phytophthora palmivora	968	Inferred from homology
S10	A0A2S4Q129				Erysiphe pulchra	628	Inferred from homology
S10	A0A318ZRM9		XP_025432592.1		Aspergillus saccharolyticus JOP 1030-1	809	Inferred from homology
S10	A0A370Q1N9				Aspergillus phoenicis ATCC 13157	823	Inferred from homology
S10	A0A409V931				Panaeolus cyanescens	624	Inferred from homology
S10	A0A420I7P4				Erysiphe neolycopersici	650	Inferred from homology
S10	A0A420YNE4			KEX1	Coniochaeta pulveracea	639	Inferred from homology
S10	A0A439D589				Xylaria grammica	620	Inferred from homology
S10	A0A498IAR1				Malus domestica (Apple) (Pyrus malus)	1670	Inferred from homology
S10	A0A4Q4S6C2				Alternaria arborescens	643	Inferred from homology
S10	A0A4R8PXP0			KEX1-0	Colletotrichum spinosum	621	Inferred from homology
S10	A0A4S4D5U7				Camellia sinensis var. sinensis (China tea)	300	Inferred from homology
S10	A0A4U6XIS9			KEX1	Colletotrichum tanaceti	620	Inferred from homology
S10	A0A517LLB6			KEX1	Venturia effusa	643	Inferred from homology
S10	A0A553I6Q5				Xylaria flabelliformis	621	Inferred from homology
S10	A0A5C3MGX0				Crucibulum laeve	636	Inferred from homology
S10	A0A5E8B604		XP_031851752.1		Magnusiomyces paraingens	808	Inferred from homology
S10	A0A5J5BZC1				Nyssa sinensis	650	Inferred from homology
S10	A0A642UUJ2		XP_034012702.1		Diutina rugosa (Yeast) (Candida rugosa)	674	Inferred from homology
S10	A0A6A6RNA2				Massarina eburnea CBS 473.64	1235	Inferred from homology
S10	A0A6A7ASI3				Plenodomus tracheiphilus IPT5	1227	Inferred from homology
S10	A0A6P8AWB3		XP_030979159.1		Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea)	634	Inferred from homology
S10	A0A7D8UKJ0			kex1	Lachnellula cervina	647	Inferred from homology
S10	A0A7R7XQN0		XP_041557801.1	KEX1	Aspergillus puulaauensis	575	Inferred from homology
S10	A0A7U2QZH5				Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	815	Inferred from homology
S10	A0A8E2DRE0				Obba rivulosa	612	Inferred from homology
